id,job_category,job_list_name,company_name,job_city,job_state,indeed_salary,salary_range_high,salary_range_low
735,"Senior Data Platform Engineer","DATA ENGINEER",Tia,Boston,MA,"Estimated $146K - $185K a year",150K+,125K+
736,"Data Engineer Manufacturing, Sr. Consultant - Analytics and Cognitive","DATA ENGINEER",Deloitte,Boston,MA,None,None,None
737,"Senior Big Data Engineer","DATA ENGINEER","Integral Ad Science",Boston,MA,"Estimated $144K - $182K a year",150K+,125K+
738,"Senior Software Engineer - Data Engineering","DATA ENGINEER","Optimus Ride",Boston,MA,"Estimated $125K - $159K a year",150K+,125K+
739,"Staff Engineer - Cloud Data - Opportunity for Working Remotely Boston, MA","DATA ENGINEER",VMware,Boston,MA,None,None,None
740,"Data Engineer II - Remote","DATA ENGINEER","Homesite Insurance",Boston,MA,"Up to $162,000 a year",150K+,150K+
741,"Senior Data Engineer (remote)","DATA ENGINEER",Thoughtworks,Boston,MA,"Estimated $145K - $183K a year",150K+,125K+
742,"Senior Data Engineer","DATA ENGINEER","Embark Veterinary",Boston,MA,"Estimated $130K - $164K a year",150K+,125K+
743,"Senior Data Engineer","DATA ENGINEER",iptiQ,Boston,MA,"Estimated $113K - $143K a year",125K+,100K+
744,"Senior Software/Data Engineer","DATA ENGINEER","Harvard University",Boston,MA,None,None,None
745,"Senior Data Engineer at Startup ($1.3 B Valuation)","DATA ENGINEER","Recruiting From Scratch",Boston,MA,"$100,000 - $200,000 a year",200K+,100K+
746,"Senior Data Engineer","DATA ENGINEER","Natixis Investment Managers",Boston,MA,"Estimated $130K - $165K a year",150K+,125K+
747,"Principal Engineer, Data Engineering","DATA ENGINEER",Wayfair,Boston,MA,None,None,None
748,"Senior Software Engineer, Data Integration Platform","DATA ENGINEER",Wayfair,Boston,MA,None,None,None
749,"PwC Technology - Data Engineer","DATA ENGINEER","PRICE WATERHOUSE COOPERS",Boston,MA,None,None,None
